time,tstat
0,-0.6113000789620835
1,-0.8035209521935971
2,-0.9013733201792338
3,-0.5536561675388231
4,-0.4477283656736537
5,1.791036113307968
6,-3.055370712259545
7,1.7248866009593222
8,-2.2859963126891603
9,-2.905084878629335
10,-1.5396194533803274
11,-1.0820558225834604
12,-0.3705310722110345
13,1.1356979044695024
14,-0.6160917353667216
15,-0.4010936721368194
16,0.18245629499028934
17,1.4524947981463845
18,-2.5609518359541332
19,0.5900024626617495
20,-4.690893716223967
21,0.2763355647414963
22,-0.43761043946437916
23,-0.1591711072637878
24,-1.4763044059487382
25,1.9566650711959896
26,3.071437614842408
27,-1.0361528869284165
28,-0.8073198109847968
29,1.5439785434917248
30,-4.88422034984359
31,3.476665003921562
32,-6.0962117328232726
33,-2.48553259912433
34,3.7155094461123803
35,-2.423755538465672
36,-3.424794207336226
37,0.11649588000850059
38,-2.716954830034107
39,-1.927022513181914
40,0.3669346761448788
41,3.0375514431121022
42,-2.544309810008491
43,-1.104101218922625
44,0.749880096086226
45,-0.023478679194721994
46,0.8632331936109443
47,-1.6510495148252629
48,-2.521734637050119
49,1.8892432525807183
50,-2.252948984505569
51,2.7477633104149612
52,0.13118288917863694
53,1.479466043797161
54,-2.87854362323649
55,2.6507560279671596
56,-5.454775849136836
57,-5.036667477314606
58,-1.5659659789109595
59,-1.8306215823510017
60,-0.5375063299992939
61,0.9396696442262549
62,-3.2049811970075415
63,-0.934500350412415
64,0.856672694924353
65,2.4451380488194627
66,-0.5988869989326081
67,0.26418929281994274
68,-2.4010973960627067
69,-0.5752008916644168
70,-0.033048275922393205
71,0.1764689641997852
72,-2.6154513242760618
73,1.6225597951981154
74,1.6006662105412983
75,-0.05343696457788914
76,-1.167227647448301
77,1.3705842409593296
78,-6.3544578167389245
79,2.151600800289682
80,-6.673333296342089
81,-2.179762314329691
82,-1.374328058166114
83,-0.939156918735664
84,-1.1955886603537444
85,-1.2837263322471721
86,-2.8261114022275247
87,-1.77862453708194
88,0.47509655992350963
89,0.06823228464929029
90,0.20272282969739827
91,1.0708629984034248
92,-3.7703368267811292
93,-1.1535084959895923
94,-0.3348880117005646
95,0.6197247403644838
96,-0.1452175787593314
97,-0.4739929187977648
98,2.3150688381708027
99,-0.3341040917088596
100,-1.9059196130175051
101,0.9560900313053405
102,-4.767655354599769
103,1.6024033809828393
104,-4.84921173937432
105,-3.2537381302881516
106,-1.9808113102898794
107,-0.20492729431266696
108,-2.131525597951682
109,-2.18667539025235
110,-0.16989665652729524
111,-0.6537277066731471
112,0.7959897851765416
113,1.6109404993827159
114,3.5831951130134043
115,-0.8701634725230458
116,-1.0190714338697602
117,-0.2797574543438271
118,2.5110306164225897
119,-0.1415258298909945
120,-2.6204973790336354
121,0.4591048600759678
122,2.3452081533744193
123,1.9308931926138426
124,-1.0929956333265431
125,2.764580215024252
126,-3.004722824788581
127,-0.5342000247218259
128,-0.11530747892019749
129,-1.9932737809110999
130,0.5401281707339654
131,0.827782366602049
132,1.1875068689044341
133,-0.2146083814286612
134,-2.2632379399011997
135,-1.1736385137465106
136,-2.021230901249523
137,-0.04018963694775503
138,-3.5854190063045195
139,6.739189543409855
140,-0.49911312766240806
141,-1.1490757354250303
142,0.7999431444092349
143,0.5651939982655518
144,-3.1877243084900204
145,2.095996038147646
146,-0.9878689694870979
147,-1.8824554068871742
148,-0.885785077697003
149,1.5530944140913456
150,-1.3206100394624445
151,-0.4512358211756018
152,-2.0872775392610343
153,-1.1433036892904045
154,0.747808376716518
155,1.2061955507141657
156,1.5275975108009703
157,1.3551444640181987
158,-1.048663561871801
159,0.5353865037929844
160,0.5386267061045955
161,1.6292785640573584
162,-8.827495170508957
163,4.65832587712966
164,-2.6494385991548777
165,-3.2630062426490976
166,-39.267469161196544
167,10.954151187495857
168,-1.1059463306069042
169,10.801320393375269
170,-4.368980268248482
171,-14.088295349666401
172,6.416288737931422
173,6.442672668424061
174,-5.54022733414567
175,-3.3586465334080766
176,1.863139707214968
177,1.1799107456608662
178,-2.6990877336754435
179,-0.7548774934865373
180,-1.1224279812513973
