time,tstat
0,0.31326678437842537
1,0.36298220290072436
2,-0.27237785192203184
3,0.6705321710316738
4,0.9769915699073785
5,-1.024597232753338
6,-0.9053735908653283
7,-0.7791341659742097
8,-0.17907327348996632
9,-0.8787701555160813
10,-0.6415611106479701
11,0.32755975918679875
12,0.022643351339959143
13,1.5387714193731927
14,0.17999527416442926
15,-1.9030060974364962
16,1.768461120244502
17,0.7417614515326528
18,0.2446682344262901
19,0.213027375012545
20,-0.9650066503575142
21,1.4178158917339574
22,1.307679511198208
23,-0.3399410653341352
24,-0.23286700430050394
25,1.376845697572983
26,1.4647943554359977
27,0.48385774244460755
28,0.07183182846166583
29,1.0933141444867258
30,-1.1436927488425397
31,1.4281645550339916
32,-1.5530750167690552
33,-0.41364366895795734
34,0.8015988770857421
35,-0.02222915815252885
36,-0.06726066815660188
37,1.018025284787774
38,-0.14356235095664444
39,-0.8064462743862494
40,-0.24433636292788816
41,1.6349042378570038
42,-0.9890987842454891
43,-0.7530728854975672
44,2.2542366728449275
45,1.7358768438341168
46,1.6553453082620706
47,-0.03854775558951138
48,1.431718486972666
49,1.6090743008643622
50,-2.1384960975207927
51,1.9763307023610255
52,-0.33272544665808373
53,0.46751331011391906
54,-2.566206359701109
55,1.6442857297165123
56,-1.70116167718948
57,-1.5993060467433378
58,-1.8152304127463244
59,0.6518724346436064
60,-0.6082953060777246
61,0.46409177345487945
62,0.2558039003706659
63,-0.39133882623892724
64,1.577872330327754
65,-0.5225827071965056
66,0.47516003313208804
67,0.20195090335374666
68,-2.239852574063574
69,-0.26252135142074273
70,0.6758492941184926
71,-0.22329186656707267
72,-2.8159124512436398
73,-0.6351870503731506
74,0.9551927822579629
75,0.15283103934807632
76,-1.753581466465113
77,0.7792698500722214
78,0.3098908546816001
79,-0.5491030505376843
80,-2.5615060191291423
81,-0.3560213194421389
82,1.5675559588080203
83,-0.2764387674308432
84,-0.7214622514727733
85,-0.7795253772747843
86,-1.1460055086670222
87,-1.0192450410984122
88,0.14914921738203385
89,0.24025455424611583
90,1.1922942826820857
91,0.32761320513794506
92,-1.335974928023136
93,0.317420433511852
94,1.5508829295518252
95,0.29468767475270374
96,-0.15841163529196817
97,0.4682191304507286
98,-0.9523441376810782
99,0.08510327521346242
100,0.5193139747292816
101,2.1402492630973184
102,-2.1399242253129787
103,-1.0838474989907345
104,-2.579539314487727
105,-1.1298682360848014
106,-0.8541030047833814
107,-0.5689912659890551
108,-1.0379347966897277
109,-0.8317474427368261
110,-1.0775418688419023
111,0.16378542358020506
112,0.5889496792682508
113,0.4473200621170428
114,3.1971786570047325
115,-0.18604749692869463
116,0.9450516773494457
117,-0.7779686305948809
118,0.14577208345164283
119,-0.16161091140523787
120,-1.6977451327383457
121,-0.39459462262875494
122,1.5217071310539123
123,1.4181422394597887
124,-0.5730509453848617
125,1.0454842699311857
126,-0.4678467217118526
127,0.9378867335229054
128,0.13348978956888038
129,-2.130988727910998
130,-1.6045499049556822
